id,ts,amount,currency,channel,upi_id_masked,description,user_id
TXN00001472,2025-06-21T21:19:21,20.93,INR,UPI,494990@paytm,"UPI Dr to 494990@paytm, Rs 20.93. Ref 466065747195.",user_0490
TXN00003825,2024-08-05T14:55:48,712.2,INR,GPay,910725303@paytm,Payment Rs 712.20 to 910725303@paytm. TXN 323801019167,user_0368
TXN00000159,2025-12-08T21:18:35,81.86,INR,GPay,180325@ybl,Money sent to 180325@ybl. Rs 81.86. Ref 607476163123.,user_0095
TXN00003936,2025-09-02T08:33:07,9741.78,INR,UPI,949580152@oksbi,Payment Rs 9741.78 to 949580152@oksbi. TXN 711283158764,user_0306
TXN00001279,2024-06-11T08:58:59,778.21,INR,UPI,855772@phonepe,"UPI Dr to 855772@phonepe, Rs 778.21. Ref 134244129461.",user_0411
TXN00000538,2025-11-20T12:50:36,825.1,INR,Paytm,177350@airtelpaymentsbank,"UPI Dr to 177350@airtelpaymentsbank, Rs 825.10. Ref 771645910583.",user_0065
TXN00000979,2024-03-17T16:49:30,982.43,INR,UPI,184759@jio,"UPI Dr to 184759@jio, Rs 982.43. Ref 401377054117.",user_0175
TXN00003502,2025-12-06T16:25:13,2972.15,INR,GPay,967123140@axl,Txn to 967123140@axl of Rs 2972.15. Ref 720026543592.,user_0491
TXN00003764,2024-06-02T12:01:02,48.4,INR,UPI,967020324@paytm,Debited Rs 48.40 to 967020324@paytm. Ref:689335257061,user_0070
TXN00002373,2025-06-14T17:45:40,308.68,INR,PhonePe,914981@ibl,Payment Rs 308.68 to 914981@ibl. TXN 213638687151,user_0206
TXN00003215,2024-10-12T22:22:25,102.82,INR,Paytm,912341@okicici,Debited Rs 102.82 to 912341@okicici. Ref:293951811301,user_0305
TXN00000352,2025-11-20T20:24:14,325.83,INR,PhonePe,762176@okicici,Paid Rs 325.83 to 762176@okicici. UTR 545770554746.,user_0159
TXN00003335,2025-11-01T19:47:06,137.46,INR,PhonePe,996261486@okhdfcbank,Payment Rs 137.46 to 996261486@okhdfcbank. TXN 956468208323,user_0246
TXN00002372,2024-04-12T16:05:10,23.91,INR,UPI,914981@ibl,Debited Rs 23.91 to 914981@ibl. Ref:359998937358,user_0012
TXN00004105,2025-09-14T12:10:00,124.38,INR,Paytm,952054738@phonepe,Payment Rs 124.38 to 952054738@phonepe. TXN 223004598537,user_0465
TXN00001509,2024-11-18T13:17:11,258.38,INR,UPI,494990@paytm,Payment Rs 258.38 to 494990@paytm. TXN 801646409177,user_0049
TXN00000369,2024-02-08T06:24:54,3278.9,INR,GPay,762176@okicici,"UPI Dr to 762176@okicici, Rs 3278.90. Ref 505832272583.",user_0314
TXN00002957,2025-10-10T12:43:12,214.84,INR,Paytm,781738@paytm,"UPI Dr to 781738@paytm, Rs 214.84. Ref 877893028009.",user_0445
TXN00002776,2025-07-28T13:55:07,116.28,INR,PhonePe,557534@oksbi,Txn to 557534@oksbi of Rs 116.28. Ref 471386127515.,user_0057
TXN00002025,2024-08-09T15:59:06,54.26,INR,UPI,315601@axl,Txn to 315601@axl of Rs 54.26. Ref 671381342060.,user_0225
TXN00003297,2025-10-21T14:13:05,213.26,INR,PhonePe,171328@ybl,Payment Rs 213.26 to 171328@ybl. TXN 491008868675,user_0476
TXN00003857,2025-08-11T11:11:32,1660.5,INR,Paytm,926609744@okhdfcbank,Txn to 926609744@okhdfcbank of Rs 1660.50. Ref 209519367350.,user_0141
TXN00002112,2025-12-05T14:31:25,844.97,INR,UPI,181509@okhdfcbank,Debited Rs 844.97 to 181509@okhdfcbank. Ref:774731361692,user_0226
TXN00000144,2024-07-31T09:28:01,105.56,INR,Paytm,180325@ybl,"UPI Dr to 180325@ybl, Rs 105.56. Ref 553657515907.",user_0269
TXN00000070,2025-06-12T09:04:34,36.02,INR,UPI,180325@ybl,Debited Rs 36.02 to 180325@ybl. Ref:285237813711,user_0128
TXN00004267,2024-02-22T20:48:43,2805.51,INR,UPI,911967255@ybl,Paid Rs 2805.51 to 911967255@ybl. UTR 610580812796.,user_0438
TXN00002878,2025-11-09T19:24:13,151.8,INR,PhonePe,906543@paytm,Txn to 906543@paytm of Rs 151.80. Ref 587674237046.,user_0249
TXN00001191,2024-06-02T09:35:27,127.77,INR,Paytm,807457@axl,Paid Rs 127.77 to 807457@axl. UTR 370590823119.,user_0475
TXN00003951,2024-10-05T18:20:53,65.76,INR,Paytm,995920926@ibl,Money sent to 995920926@ibl. Rs 65.76. Ref 429613127821.,user_0090
TXN00004080,2024-04-19T09:16:40,856.83,INR,UPI,985419062@axl,"UPI Dr to 985419062@axl, Rs 856.83. Ref 791467399322.",user_0176
TXN00001172,2025-01-28T22:51:27,3023.67,INR,Paytm,807457@axl,Paid Rs 3023.67 to 807457@axl. UTR 537576321326.,user_0476
TXN00001466,2025-09-04T08:05:31,64.97,INR,PhonePe,494990@paytm,Paid Rs 64.97 to 494990@paytm. UTR 342276508517.,user_0288
TXN00003461,2024-06-06T06:59:35,172.35,INR,PhonePe,944518630@okicici,Txn to 944518630@okicici of Rs 172.35. Ref 522714741205.,user_0276
TXN00004344,2024-08-06T15:39:24,24.72,INR,Paytm,970303345@ybl,Money sent to 970303345@ybl. Rs 24.72. Ref 828536745548.,user_0096
TXN00002348,2025-01-01T14:37:39,8297.97,INR,PhonePe,730469@ibl,Txn to 730469@ibl of Rs 8297.97. Ref 546126546609.,user_0473
TXN00002111,2024-08-05T17:50:58,2335.69,INR,UPI,181509@okhdfcbank,Txn to 181509@okhdfcbank of Rs 2335.69. Ref 114261312297.,user_0442
TXN00004535,2024-09-24T10:44:38,157.98,INR,Paytm,983345854@phonepe,Payment Rs 157.98 to 983345854@phonepe. TXN 642883416126,user_0200
TXN00003121,2025-12-28T19:39:45,94.27,INR,PhonePe,172782@okicici,Payment Rs 94.27 to 172782@okicici. TXN 547260133240,user_0141
TXN00000686,2024-07-07T11:09:33,100.15,INR,Paytm,803409@paytm,Money sent to 803409@paytm. Rs 100.15. Ref 543437062450.,user_0157
TXN00001532,2024-08-27T20:35:16,1199.75,INR,PhonePe,433717@okaxis,Money sent to 433717@okaxis. Rs 1199.75. Ref 295839358712.,user_0215
TXN00003977,2025-11-21T06:41:18,108.48,INR,Paytm,947625730@oksbi,Debited Rs 108.48 to 947625730@oksbi. Ref:416782085497,user_0453
TXN00001452,2024-09-28T08:39:42,51.46,INR,PhonePe,494990@paytm,Payment Rs 51.46 to 494990@paytm. TXN 614394113300,user_0166
TXN00000739,2024-03-08T06:32:51,224.51,INR,UPI,840484@okhdfcbank,Debited Rs 224.51 to 840484@okhdfcbank. Ref:863859451591,user_0153
TXN00004322,2025-12-11T13:15:45,103.9,INR,Paytm,934059079@okaxis,Payment Rs 103.90 to 934059079@okaxis. TXN 931185924995,user_0455
TXN00003597,2025-11-19T22:02:14,185.28,INR,GPay,977210839@oksbi,Money sent to 977210839@oksbi. Rs 185.28. Ref 815558527940.,user_0030
TXN00004782,2025-08-01T19:31:20,355.39,INR,PhonePe,990906480@gpay,Money sent to 990906480@gpay. Rs 355.39. Ref 594692524557.,user_0111
TXN00000564,2025-09-16T07:14:51,344.93,INR,Paytm,803409@paytm,Txn to 803409@paytm of Rs 344.93. Ref 646274561019.,user_0224
TXN00003918,2025-08-26T21:57:10,26.0,INR,GPay,944984827@phonepe,Money sent to 944984827@phonepe. Rs 26.00. Ref 175317035785.,user_0045
TXN00003167,2024-04-20T08:51:20,16.19,INR,UPI,206986@phonepe,Txn to 206986@phonepe of Rs 16.19. Ref 848741732625.,user_0362
TXN00002469,2025-03-22T20:14:36,23.76,INR,Paytm,877882@axl,Debited Rs 23.76 to 877882@axl. Ref:482924433768,user_0310
TXN00001783,2025-07-05T09:45:51,123.44,INR,PhonePe,523986@okaxis,Paid Rs 123.44 to 523986@okaxis. UTR 413505805274.,user_0485
TXN00001175,2025-10-14T21:05:38,783.4,INR,PhonePe,807457@axl,Debited Rs 783.40 to 807457@axl. Ref:507633465986,user_0148
TXN00001773,2024-06-23T11:20:42,77.16,INR,GPay,523986@okaxis,Paid Rs 77.16 to 523986@okaxis. UTR 154534819888.,user_0032
TXN00000901,2025-09-16T09:29:11,571.26,INR,UPI,184759@jio,Money sent to 184759@jio. Rs 571.26. Ref 171577632232.,user_0013
TXN00002051,2024-06-05T13:44:22,595.89,INR,PhonePe,373554@paytm,Debited Rs 595.89 to 373554@paytm. Ref:206130373210,user_0172
TXN00001017,2025-02-27T06:50:41,260.61,INR,PhonePe,184759@jio,Debited Rs 260.61 to 184759@jio. Ref:379108018272,user_0114
TXN00003429,2024-10-25T08:50:36,106.69,INR,GPay,920235649@axl,Money sent to 920235649@axl. Rs 106.69. Ref 501487307534.,user_0089
TXN00003445,2024-04-23T19:09:19,492.26,INR,GPay,962187187@gpay,Paid Rs 492.26 to 962187187@gpay. UTR 999800010815.,user_0096
TXN00001855,2024-06-01T16:21:57,8917.13,INR,UPI,238860@axl,Payment Rs 8917.13 to 238860@axl. TXN 724618574956,user_0272
TXN00003635,2024-03-26T09:24:02,168.82,INR,UPI,954301276@okicici,Money sent to 954301276@okicici. Rs 168.82. Ref 159977652177.,user_0388
TXN00003498,2025-11-18T17:43:53,22.26,INR,PhonePe,941860829@okicici,Money sent to 941860829@okicici. Rs 22.26. Ref 669640772384.,user_0198
TXN00004300,2024-02-29T07:19:55,69.68,INR,GPay,963758869@axl,Money sent to 963758869@axl. Rs 69.68. Ref 377756932345.,user_0198
TXN00003183,2025-07-01T12:24:39,184.79,INR,UPI,140419@axl,"UPI Dr to 140419@axl, Rs 184.79. Ref 948872602385.",user_0153
TXN00003516,2025-02-26T21:16:13,115.53,INR,GPay,915761164@phonepe,Money sent to 915761164@phonepe. Rs 115.53. Ref 890194723911.,user_0271
TXN00003762,2025-09-21T23:30:48,709.38,INR,UPI,984358837@axl,Money sent to 984358837@axl. Rs 709.38. Ref 581741512580.,user_0298
TXN00003952,2024-02-27T23:03:58,490.69,INR,PhonePe,995920926@ibl,Paid Rs 490.69 to 995920926@ibl. UTR 231064245004.,user_0051
TXN00002704,2025-11-19T19:42:14,283.9,INR,UPI,230071@ibl,Money sent to 230071@ibl. Rs 283.90. Ref 801007238547.,user_0054
TXN00000281,2025-09-22T16:07:18,361.69,INR,GPay,762176@okicici,Paid Rs 361.69 to 762176@okicici. UTR 682669740587.,user_0473
TXN00003349,2024-05-21T22:40:34,146.13,INR,GPay,919230132@paytm,Payment Rs 146.13 to 919230132@paytm. TXN 436613089208,user_0410
TXN00004120,2024-06-25T12:24:19,125.54,INR,GPay,936419201@gpay,"UPI Dr to 936419201@gpay, Rs 125.54. Ref 656966983561.",user_0264
TXN00002539,2025-11-10T22:44:09,78.6,INR,PhonePe,504424@phonepe,Debited Rs 78.60 to 504424@phonepe. Ref:771886121135,user_0391
TXN00000609,2025-04-26T07:00:39,24.94,INR,UPI,803409@paytm,Money sent to 803409@paytm. Rs 24.94. Ref 923358113831.,user_0233
TXN00000161,2024-02-19T10:15:19,40.07,INR,UPI,180325@ybl,Paid Rs 40.07 to 180325@ybl. UTR 498390413643.,user_0026
TXN00000801,2025-05-06T18:45:49,302.61,INR,Paytm,840484@okhdfcbank,Debited Rs 302.61 to 840484@okhdfcbank. Ref:384545332721,user_0452
TXN00003001,2025-04-19T14:55:07,134.45,INR,PhonePe,550666@ibl,Txn to 550666@ibl of Rs 134.45. Ref 829773657580.,user_0102
TXN00003749,2024-06-01T20:51:26,184.16,INR,GPay,949019753@okaxis,Debited Rs 184.16 to 949019753@okaxis. Ref:541563975224,user_0153
TXN00003477,2025-11-12T20:20:30,388.59,INR,Paytm,972774874@okaxis,Txn to 972774874@okaxis of Rs 388.59. Ref 653771485309.,user_0120
TXN00000776,2025-01-24T16:59:36,37.17,INR,Paytm,840484@okhdfcbank,Paid Rs 37.17 to 840484@okhdfcbank. UTR 619697478199.,user_0044
TXN00000965,2024-09-20T07:09:35,130.86,INR,GPay,184759@jio,"UPI Dr to 184759@jio, Rs 130.86. Ref 933272612741.",user_0078
TXN00003354,2025-04-06T17:47:23,282.8,INR,UPI,991526690@axl,"UPI Dr to 991526690@axl, Rs 282.80. Ref 272595680063.",user_0005
TXN00001385,2024-05-27T09:21:23,119.98,INR,GPay,494990@paytm,"UPI Dr to 494990@paytm, Rs 119.98. Ref 906666805288.",user_0237
TXN00002255,2025-07-26T16:44:11,4403.42,INR,PhonePe,330368@phonepe,Paid Rs 4403.42 to 330368@phonepe. UTR 806640688738.,user_0080
TXN00004445,2025-11-09T17:15:42,201.23,INR,GPay,915544156@paytm,Payment Rs 201.23 to 915544156@paytm. TXN 628928462032,user_0437
TXN00002710,2025-07-31T08:22:42,996.16,INR,PhonePe,412182@gpay,Money sent to 412182@gpay. Rs 996.16. Ref 234180441568.,user_0067
TXN00001376,2025-02-13T14:17:14,102.25,INR,Paytm,494990@paytm,"UPI Dr to 494990@paytm, Rs 102.25. Ref 143510177994.",user_0476
TXN00003212,2025-06-04T12:35:45,331.3,INR,Paytm,944245@axl,Txn to 944245@axl of Rs 331.30. Ref 646465533264.,user_0162
TXN00001660,2024-01-05T17:38:24,1748.2,INR,PhonePe,245144@okicici,Money sent to 245144@okicici. Rs 1748.20. Ref 145531884677.,user_0381
TXN00000148,2024-07-13T08:12:02,29.28,INR,PhonePe,180325@ybl,Debited Rs 29.28 to 180325@ybl. Ref:772399785417,user_0137
TXN00004775,2024-09-29T11:18:42,172.16,INR,GPay,934406648@okaxis,Paid Rs 172.16 to 934406648@okaxis. UTR 492365705696.,user_0094
TXN00003227,2025-06-21T14:32:45,112.49,INR,UPI,137452@okicici,"UPI Dr to 137452@okicici, Rs 112.49. Ref 464284009115.",user_0491
TXN00000306,2025-06-28T19:23:17,1508.42,INR,Paytm,762176@okicici,Txn to 762176@okicici of Rs 1508.42. Ref 139957567219.,user_0097
TXN00000012,2024-03-22T19:45:01,440.66,INR,Paytm,180325@ybl,Money sent to 180325@ybl. Rs 440.66. Ref 906509874180.,user_0162
TXN00002047,2024-04-05T12:02:36,1128.07,INR,GPay,373554@paytm,Paid Rs 1128.07 to 373554@paytm. UTR 985829774448.,user_0185
TXN00000434,2025-07-26T21:11:35,120.75,INR,UPI,177350@airtelpaymentsbank,Payment Rs 120.75 to 177350@airtelpaymentsbank. TXN 109678345840,user_0373
TXN00002482,2025-02-01T17:41:49,38326.92,INR,GPay,505413@ybl,Txn to 505413@ybl of Rs 38326.92. Ref 591853256783.,user_0322
TXN00000255,2025-06-19T22:07:25,326.43,INR,Paytm,762176@okicici,Payment Rs 326.43 to 762176@okicici. TXN 151135910559,user_0414
TXN00002604,2024-10-24T09:01:46,131.54,INR,Paytm,185019@paytm,"UPI Dr to 185019@paytm, Rs 131.54. Ref 239877677881.",user_0407
TXN00001688,2025-08-05T14:05:24,3346.41,INR,GPay,599125@okhdfcbank,Money sent to 599125@okhdfcbank. Rs 3346.41. Ref 475110454114.,user_0397
TXN00000537,2025-06-30T14:25:14,166.02,INR,UPI,177350@airtelpaymentsbank,"UPI Dr to 177350@airtelpaymentsbank, Rs 166.02. Ref 172017482973.",user_0178
TXN00001098,2024-03-07T06:43:08,296.79,INR,PhonePe,807457@axl,Txn to 807457@axl of Rs 296.79. Ref 721606737738.,user_0161
TXN00001625,2025-10-31T22:31:01,102.15,INR,GPay,433717@okaxis,Payment Rs 102.15 to 433717@okaxis. TXN 518163421800,user_0077
TXN00002350,2025-08-01T11:21:19,12271.32,INR,Paytm,730469@ibl,Debited Rs 12271.32 to 730469@ibl. Ref:187957165142,user_0475
TXN00000124,2024-11-09T13:11:31,24.28,INR,Paytm,180325@ybl,"UPI Dr to 180325@ybl, Rs 24.28. Ref 305081007897.",user_0087
TXN00001271,2024-07-15T16:46:31,100.63,INR,Paytm,855772@phonepe,Payment Rs 100.63 to 855772@phonepe. TXN 801699257727,user_0099
TXN00000612,2024-04-19T12:02:54,435.13,INR,Paytm,803409@paytm,Txn to 803409@paytm of Rs 435.13. Ref 561629419799.,user_0070
TXN00003803,2025-12-06T10:29:42,663.69,INR,Paytm,998180593@oksbi,Payment Rs 663.69 to 998180593@oksbi. TXN 530498950631,user_0415
TXN00002284,2024-02-06T14:03:29,473.2,INR,GPay,943130@ibl,Txn to 943130@ibl of Rs 473.20. Ref 853225173268.,user_0332
TXN00003811,2024-11-21T10:31:40,395.65,INR,Paytm,947750586@axl,Payment Rs 395.65 to 947750586@axl. TXN 532234770302,user_0047
TXN00000550,2024-02-26T08:06:28,606.45,INR,PhonePe,177350@airtelpaymentsbank,Debited Rs 606.45 to 177350@airtelpaymentsbank. Ref:301148758966,user_0290
TXN00002879,2024-02-16T22:56:23,97.62,INR,Paytm,906543@paytm,Debited Rs 97.62 to 906543@paytm. Ref:475818223557,user_0270
TXN00003754,2024-02-25T07:59:00,179.62,INR,UPI,958644516@gpay,Payment Rs 179.62 to 958644516@gpay. TXN 373915349505,user_0249
TXN00000497,2024-08-06T11:22:41,392.39,INR,PhonePe,177350@airtelpaymentsbank,Txn to 177350@airtelpaymentsbank of Rs 392.39. Ref 231885075304.,user_0444
TXN00001180,2024-11-13T16:34:56,95.54,INR,GPay,807457@axl,Paid Rs 95.54 to 807457@axl. UTR 979907199851.,user_0327
TXN00004396,2024-11-18T22:43:38,2222.8,INR,Paytm,952419296@oksbi,Debited Rs 2222.80 to 952419296@oksbi. Ref:204770234316,user_0250
TXN00002154,2024-10-07T16:01:04,117.83,INR,Paytm,970757@okhdfcbank,Txn to 970757@okhdfcbank of Rs 117.83. Ref 553662382387.,user_0351
TXN00003274,2024-09-20T08:17:29,357.31,INR,UPI,140306@phonepe,Money sent to 140306@phonepe. Rs 357.31. Ref 573328460544.,user_0224
TXN00000495,2025-03-04T20:12:13,89.61,INR,GPay,177350@airtelpaymentsbank,Money sent to 177350@airtelpaymentsbank. Rs 89.61. Ref 314187838869.,user_0480
TXN00003806,2025-09-10T21:36:51,1601.5,INR,Paytm,998180593@oksbi,Debited Rs 1601.50 to 998180593@oksbi. Ref:733598851252,user_0484
TXN00003211,2025-05-20T20:35:39,95.76,INR,UPI,944245@axl,Paid Rs 95.76 to 944245@axl. UTR 606566178340.,user_0364
TXN00000336,2025-05-05T18:26:04,88.6,INR,Paytm,762176@okicici,Debited Rs 88.60 to 762176@okicici. Ref:391711793140,user_0330
TXN00004115,2024-03-02T21:30:28,147.13,INR,Paytm,908770901@oksbi,Debited Rs 147.13 to 908770901@oksbi. Ref:391299917663,user_0356
TXN00001213,2025-01-20T19:42:50,195.35,INR,Paytm,855772@phonepe,Payment Rs 195.35 to 855772@phonepe. TXN 749252294107,user_0172
TXN00002481,2024-07-01T16:33:02,6745.62,INR,UPI,505413@ybl,Money sent to 505413@ybl. Rs 6745.62. Ref 819104686472.,user_0223
TXN00003076,2025-06-03T09:21:25,181.63,INR,GPay,269402@okicici,Paid Rs 181.63 to 269402@okicici. UTR 858893655710.,user_0125
TXN00002584,2024-06-03T21:44:36,152.67,INR,PhonePe,944884@axl,"UPI Dr to 944884@axl, Rs 152.67. Ref 379210615235.",user_0009
TXN00001715,2024-10-05T16:44:59,262.41,INR,GPay,491694@ibl,"UPI Dr to 491694@ibl, Rs 262.41. Ref 491178181045.",user_0320
TXN00002272,2024-04-01T21:12:03,196.74,INR,UPI,972435@okhdfcbank,Payment Rs 196.74 to 972435@okhdfcbank. TXN 107732141858,user_0153
TXN00003919,2025-08-02T22:28:19,44.4,INR,UPI,942488839@okhdfcbank,Txn to 942488839@okhdfcbank of Rs 44.40. Ref 231014893651.,user_0409
TXN00000729,2024-08-19T09:47:59,216.24,INR,GPay,840484@okhdfcbank,Money sent to 840484@okhdfcbank. Rs 216.24. Ref 992337667114.,user_0474
TXN00000283,2024-04-11T20:28:55,1376.04,INR,UPI,762176@okicici,"UPI Dr to 762176@okicici, Rs 1376.04. Ref 282410009080.",user_0253
TXN00004594,2024-05-06T20:09:43,20535.78,INR,PhonePe,963707387@okhdfcbank,Paid Rs 20535.78 to 963707387@okhdfcbank. UTR 876297996740.,user_0063
TXN00003889,2025-04-18T15:33:02,26.86,INR,PhonePe,923365324@paytm,"UPI Dr to 923365324@paytm, Rs 26.86. Ref 572809209165.",user_0485
TXN00003614,2024-01-04T10:06:58,223.59,INR,Paytm,981332847@ybl,"UPI Dr to 981332847@ybl, Rs 223.59. Ref 854962847482.",user_0067
TXN00004725,2024-07-05T19:51:12,14690.82,INR,GPay,917750658@axl,Money sent to 917750658@axl. Rs 14690.82. Ref 146142789986.,user_0201
TXN00003404,2025-11-05T10:21:28,425.97,INR,PhonePe,946279936@ibl,Txn to 946279936@ibl of Rs 425.97. Ref 930986225425.,user_0104
TXN00003783,2024-02-28T12:55:50,59.77,INR,PhonePe,976862758@phonepe,"UPI Dr to 976862758@phonepe, Rs 59.77. Ref 222094331580.",user_0206
TXN00003318,2025-03-01T13:15:12,55.42,INR,PhonePe,743865@axl,Payment Rs 55.42 to 743865@axl. TXN 714450319981,user_0144
TXN00000474,2024-08-17T15:44:36,142.37,INR,PhonePe,177350@airtelpaymentsbank,Debited Rs 142.37 to 177350@airtelpaymentsbank. Ref:498746799422,user_0138
TXN00004339,2025-11-28T13:46:55,110.99,INR,Paytm,959847718@gpay,Money sent to 959847718@gpay. Rs 110.99. Ref 819894683227.,user_0383
TXN00000542,2025-05-15T18:44:33,210.83,INR,Paytm,177350@airtelpaymentsbank,Debited Rs 210.83 to 177350@airtelpaymentsbank. Ref:779456918873,user_0021
TXN00002910,2024-07-20T09:24:04,64.64,INR,GPay,211378@paytm,Txn to 211378@paytm of Rs 64.64. Ref 183789628855.,user_0482
TXN00001806,2024-12-01T16:59:14,97.19,INR,PhonePe,993398@gpay,Txn to 993398@gpay of Rs 97.19. Ref 480819093305.,user_0056
TXN00001620,2024-07-10T20:06:23,153.02,INR,PhonePe,433717@okaxis,Paid Rs 153.02 to 433717@okaxis. UTR 960843565634.,user_0174
TXN00001526,2024-07-01T19:06:08,125.06,INR,GPay,433717@okaxis,Txn to 433717@okaxis of Rs 125.06. Ref 982806391301.,user_0007
TXN00002081,2025-04-01T09:33:49,26612.57,INR,Paytm,555045@okhdfcbank,Money sent to 555045@okhdfcbank. Rs 26612.57. Ref 867377226303.,user_0107
TXN00003733,2025-04-21T08:22:26,13.39,INR,PhonePe,944824560@paytm,"UPI Dr to 944824560@paytm, Rs 13.39. Ref 949617212796.",user_0163
TXN00001765,2024-01-01T09:55:36,11663.32,INR,Paytm,225777@phonepe,Debited Rs 11663.32 to 225777@phonepe. Ref:479098747113,user_0186
TXN00000524,2024-05-02T12:07:47,337.61,INR,GPay,177350@airtelpaymentsbank,Money sent to 177350@airtelpaymentsbank. Rs 337.61. Ref 304793981937.,user_0439
TXN00001245,2025-01-30T13:45:26,1122.67,INR,PhonePe,855772@phonepe,Paid Rs 1122.67 to 855772@phonepe. UTR 451501283119.,user_0260
TXN00002219,2024-07-12T20:16:29,1666.84,INR,Paytm,405049@paytm,Payment Rs 1666.84 to 405049@paytm. TXN 785226243544,user_0471
TXN00002059,2025-08-05T09:45:25,941.53,INR,UPI,373554@paytm,Txn to 373554@paytm of Rs 941.53. Ref 446782378462.,user_0060
TXN00003728,2025-08-27T10:27:32,106.36,INR,PhonePe,983906972@gpay,Payment Rs 106.36 to 983906972@gpay. TXN 777969058090,user_0204
TXN00002506,2024-09-01T14:00:06,253.65,INR,PhonePe,293125@okhdfcbank,Payment Rs 253.65 to 293125@okhdfcbank. TXN 214149116138,user_0014
TXN00003681,2025-12-19T19:51:58,323.69,INR,PhonePe,974269255@gpay,"UPI Dr to 974269255@gpay, Rs 323.69. Ref 905676203576.",user_0243
TXN00003709,2025-08-14T22:17:00,47.49,INR,Paytm,901072764@okicici,Debited Rs 47.49 to 901072764@okicici. Ref:900905032775,user_0349
TXN00003875,2024-08-14T16:17:03,593.06,INR,Paytm,900812477@oksbi,Payment Rs 593.06 to 900812477@oksbi. TXN 626551973546,user_0454
TXN00000886,2025-10-31T08:20:38,235.35,INR,UPI,840484@okhdfcbank,Payment Rs 235.35 to 840484@okhdfcbank. TXN 719333021386,user_0475
TXN00004607,2025-05-16T22:30:31,233.98,INR,UPI,983689657@oksbi,"UPI Dr to 983689657@oksbi, Rs 233.98. Ref 210662477852.",user_0010
TXN00001431,2024-06-21T10:50:20,150.14,INR,UPI,494990@paytm,Payment Rs 150.14 to 494990@paytm. TXN 745241196060,user_0150
TXN00001417,2024-10-21T13:34:51,209.25,INR,PhonePe,494990@paytm,Payment Rs 209.25 to 494990@paytm. TXN 918655670565,user_0212
TXN00003303,2024-04-26T08:55:33,131.94,INR,GPay,365277@okhdfcbank,Payment Rs 131.94 to 365277@okhdfcbank. TXN 917230081682,user_0353
TXN00001010,2025-10-29T09:17:31,1300.07,INR,Paytm,184759@jio,Txn to 184759@jio of Rs 1300.07. Ref 418743033303.,user_0472
TXN00001361,2025-07-10T09:34:31,90.13,INR,PhonePe,494990@paytm,Money sent to 494990@paytm. Rs 90.13. Ref 932881926976.,user_0271
TXN00000200,2025-05-25T14:11:25,156.7,INR,Paytm,762176@okicici,Txn to 762176@okicici of Rs 156.70. Ref 744960481053.,user_0336
TXN00004056,2024-02-22T06:55:14,1619.64,INR,GPay,980202587@ibl,Paid Rs 1619.64 to 980202587@ibl. UTR 112252222497.,user_0462
TXN00002186,2024-12-05T14:15:59,1178.57,INR,UPI,364234@ybl,Debited Rs 1178.57 to 364234@ybl. Ref:331397526714,user_0237
TXN00004101,2025-11-22T06:19:17,16692.26,INR,UPI,972185656@gpay,Txn to 972185656@gpay of Rs 16692.26. Ref 886539356641.,user_0496
TXN00000349,2025-04-01T09:54:03,723.58,INR,UPI,762176@okicici,Money sent to 762176@okicici. Rs 723.58. Ref 178605833564.,user_0049
TXN00000569,2024-02-18T11:43:17,90.39,INR,PhonePe,803409@paytm,Txn to 803409@paytm of Rs 90.39. Ref 264862543270.,user_0417
TXN00000288,2025-05-09T07:52:52,1249.48,INR,PhonePe,762176@okicici,Paid Rs 1249.48 to 762176@okicici. UTR 606275308679.,user_0113
TXN00000488,2024-04-07T12:32:02,318.01,INR,Paytm,177350@airtelpaymentsbank,Paid Rs 318.01 to 177350@airtelpaymentsbank. UTR 395329164430.,user_0281
TXN00000650,2024-06-19T13:31:18,111.13,INR,UPI,803409@paytm,Money sent to 803409@paytm. Rs 111.13. Ref 607130921399.,user_0314
TXN00003899,2024-06-07T13:36:25,10160.02,INR,GPay,961061280@ybl,Debited Rs 10160.02 to 961061280@ybl. Ref:608265577978,user_0227
TXN00000240,2025-09-24T15:02:28,416.77,INR,PhonePe,762176@okicici,Paid Rs 416.77 to 762176@okicici. UTR 981318915627.,user_0423
TXN00001149,2025-12-15T22:38:11,4015.74,INR,GPay,807457@axl,Paid Rs 4015.74 to 807457@axl. UTR 453816171865.,user_0072
TXN00001217,2025-04-03T15:13:53,1034.98,INR,UPI,855772@phonepe,Money sent to 855772@phonepe. Rs 1034.98. Ref 136209132483.,user_0358
TXN00001815,2025-07-27T16:28:01,385.26,INR,UPI,310545@okaxis,Money sent to 310545@okaxis. Rs 385.26. Ref 362588680633.,user_0437
TXN00000253,2025-05-12T10:22:42,597.05,INR,PhonePe,762176@okicici,Payment Rs 597.05 to 762176@okicici. TXN 345552379008,user_0368
TXN00004706,2024-07-23T08:43:27,711.35,INR,PhonePe,918092665@oksbi,Txn to 918092665@oksbi of Rs 711.35. Ref 477570259865.,user_0114
TXN00000818,2025-08-01T11:53:32,263.41,INR,UPI,840484@okhdfcbank,Txn to 840484@okhdfcbank of Rs 263.41. Ref 859317007780.,user_0482
TXN00003675,2024-05-18T13:58:18,182.01,INR,GPay,917299444@okaxis,Paid Rs 182.01 to 917299444@okaxis. UTR 919917028256.,user_0288
